,Unnamed: 0,id,video id,author,author id,text,label,annotator notes
1242,1242,UgzNqvxNbujdNSMsVhd4AaABAg,RTP1VyNvI3I,@celpascual4127,UC8mgjzLCTdBULiKtsrgheMg,Omg iseael look what you did..i hate you israel.,Pro-Palestine,
1243,1243,Ugz6rZZUExsvYq_EfY94AaABAg.9wv-cubAPj39xm5Klg816q,RTP1VyNvI3I,@WHATEVERLMAOO,,dannyg0824what do you mean that region look at America look at European countries and ur calling us barbaric r u crazy,irrelevant,
1244,1244,UgwgELM2ZMqJnO-w_e94AaABAg,RTP1VyNvI3I,@MichelleBrown-vi5zo,UCz-CNFgjLd6pWa_TAoqQwzg,stay strong  to the end,Neutral,
1245,1245,UgyZ8lNRP_HYDUwbuvx4AaABAg,RTP1VyNvI3I,@apacheatlantic6641,UCPMBuCh0VNRfLjVdAq0p9-A,our brother ,irrelevant,
1246,1246,UgwgGW9qgw8jK_2Q0zB4AaABAg.9xfZIrJ0rHB9yV1v7-d-V9,RTP1VyNvI3I,@humayoon71,,Welcome to Islam brother May Allah bless you and your family,irrelevant,
1247,1247,Ugzx7HNOJHjU9Krd4tl4AaABAg,RTP1VyNvI3I,@jsull81,UCTQm6FsKDaaILWcQIGpH7EA,"Palestinians are such a beautiful  caring people, they deserve so much more than the brutal horror they've been forced to live through for more than 70yrs 

Free free Palestine ",Pro-Palestine,
1248,1248,UgyBpAWc2i-bvCbRB3x4AaABAg,RTP1VyNvI3I,@jazz-as-taff3427,UCJYq5MVI_9zy1u2oZbGsBVw,Allah we are crying out for your mercy. When will help come my Lord,Pro-Palestine,
1249,1249,UgwsA_sz57kcKMCGGmB4AaABAg.9wu5d9zcTPw9y-_ldQPZZE,RTP1VyNvI3I,@arnbrandy,,The strength of all these Palestinians are beyond human. One should be stupid to think they will be subjugated.,Pro-Israel,"palestine people not weak, they are not getting affected"
1250,1250,Ugwu10p64v3n3pQMZdR4AaABAg.9wkCPf05HP69xwdxRXtzTl,RTP1VyNvI3I,@ranar1036,,How can the world go to sleep in peace amongst such sufferings?,Neutral,peace
1251,1251,UgwPKSYMngFTEB_Fd4J4AaABAg,RTP1VyNvI3I,@901thuggin,UCCMdC9BzMZIpdFFir4MT4Ag,Lion Cub ,irrelevant,
1252,1252,UgwcApPSKeL8G0YyidF4AaABAg,hMi_KAzl87Y,@abdulmus889,UCacnawBm-l_zpPo3brz8fAg,westandwithpalestine,Pro-Palestine,
1253,1253,Ugy7ESi6fZ3CWd4sx_t4AaABAg,hMi_KAzl87Y,@bheemsingh9560,UC_eeoI23PJMm5v_kEbu37fw,"Who said to kill Israeli innocents civilians now playing victim card, shame on you.",Pro-Israel,palestine playing victim card
1254,1254,Ugz8XnorWzc4MieRbVd4AaABAg,hMi_KAzl87Y,@michaelpi7327,UCHPbYHfiYwhticnCUYIET7Q,"30 kids kidnaped by this good guys from gaza, that younger between them is only 6 month old, lets cry together.
We will never forget and never forgive!",Pro-Palestine,effects of war on palestine
1255,1255,UgzfrbJKCWE5v4jEVMp4AaABAg,hMi_KAzl87Y,@hudaafridi,UCwyoAW6pBjOuUyR2PQfZIaw,May Allah have mercy on u may Allah help u in every way ameen,Pro-Palestine,effects of war on palestine
1256,1256,UgwLOQjfSMCxCcNcvuB4AaABAg,hMi_KAzl87Y,@klowklow3927,UCzgWxt-KH85a_fi753U22dA,Imagine a 10 year old child worried and concerned for younger children ,Pro-Palestine,effects of war on palestine
1257,1257,UgzoElvqDn0rJLIHg5J4AaABAg,hMi_KAzl87Y,@TahamidaBegum-bg4pr,UCY_0EqPuOZ7ZMt7MnVirOvw,"THE BABY IS TALKING ABOUT BABIES
WAR MADE HER OLD",Pro-Palestine,effects of war on palestine
1258,1258,UgxkmKiZchvJTkZ2Ap54AaABAg,hMi_KAzl87Y,@rizwan4917,UClwPoy0hmd03BRUmkrmtjuA,"There are no human rights, animals are ruling the world ,there is animals rights only so they can save animals only.There are no humans in  human rights organisations.",Neutral,peace and human rights
1259,1259,UgwN6yHP6eb80CSAUfx4AaABAg,hMi_KAzl87Y,@MN-br5nb,UC551I5vfzE6lRnb2C1SE1VA,What a brave cutie she got her point across AH,irrelevant,
1260,1260,Ugz7_JsMpIC0jtMnNdh4AaABAg,hMi_KAzl87Y,@MicDreamsMusic,UCc8JjR3FxiQyg1chW1Xy8rg,I care baby girl stay strong  ,irrelevant,
1261,1261,UgxcKnU1070zBBsMFct4AaABAg,hMi_KAzl87Y,@lubnaafza3547,UCx17XUjOcNxH8b-k5V0ZJdw,Please  help them,Neutral,peace
1262,1262,UgxN3C70lSurpeqtPYF4AaABAg,hMi_KAzl87Y,@karenrunaas3571,UCgtrhMQKyXCGaHHHejvlUlA,I'm so sad for these children some of them don't understand why this is happening.This breaks my heart.,Neutral,compassion for children undergoing this
1263,1263,Ugypydrq0d44f3pPocF4AaABAg,hMi_KAzl87Y,@carolinefarrow6018,UC6dqAOSRwk3CzBcMBBwvgTA,"The people responsible for this war and terror were children once themselves ,imagine. They have dreams now of wealth .. basis of all WAR IN TERMS OF THE ENEMIES MIND but May righteous prevails in Jesus Name. Nobody knows the SonOf God JEHOVAH",Pro-Israel,
1264,1264,UgyiPZxMUMCrT_IdMIN4AaABAg,hMi_KAzl87Y,@jhw7742,UCP3DoomXBFYd6I79pr2Tm9A,We pray for you. Stay calm. Hopefully true GuardianAngels will come.,Neutral,
1265,1265,UgxTMqIaV6y0VrtlGfN4AaABAg,hMi_KAzl87Y,@kevinmikebinil1a401,UCf3EcjvlW_iApKvUYx_x8qA,Please please  stop war.dont kill any body.please all have right to live.we only live for few days we are not going to take any thing from world.please live peacefully.,Neutral,
1266,1266,UgweXq_4v8JgW7lhNXp4AaABAg,hMi_KAzl87Y,@sabiarashid-jq2hs,UC0k0zHPgbRUU_8qbwKAfmfA,We can understand your pain my little angel  Allah will help you indeed,irrelevant,
1267,1267,UgxcbYj6aNsmWUEPqiR4AaABAg,hMi_KAzl87Y,@TreeGarden-id1sk,UCtC1RlNigovGqM2vwcgsHWg,How do bomb a hospital?Even if the president of Hamas ran into that hospital you can't bomb the hospital.How do you bomb a refugee camp?Even if Hamas ran into that refugee camp you are in no position to bomb that refugee camp.Jews want to wipe out the Palestinians,Pro-Israel,
1268,1268,UgzqLcKOGKLqxIkEMOh4AaABAg,hMi_KAzl87Y,@eskandar7699,UCA-DMx9gx_Vd7A4OjoZhniA,"Can believe that 
God please help",Neutral,
1269,1269,UgzEWvVwnuzjFiNMXJ54AaABAg,hMi_KAzl87Y,@khursheedalam7400,UCjgpnnp5cv1KOCadPyoBXTA,YA ALLAH SUBHAN TAALA TU PALESTINE PER APNE HASIYAT KE MUTABIK RUHEMUTEN KURUM AUR MUDUD FERMA YATEEMO KO MA-BAP JAISA RUHENUMA ATA FERMA .AMEEN.,Neutral,
1270,1270,UgxN86xnD76tFZOa7eh4AaABAg,hMi_KAzl87Y,@rukimerki9222,UCckRh04C6GKmeZn0e6sk3yw,Where is rich Kings  princess of Islam ,irrelevant,
1271,1271,UgyiMrib25xoIBQl_pR4AaABAg.9wD-Fap-O3i9x0tCpn1-Ud,hMi_KAzl87Y,@shafnat3262,,"U r a great man brother..
Luv from an Indian muslim",irrelevant,
1272,1272,UgzjmlXSxbK6co0Ffap4AaABAg,OKr_PoKH-90,@user-cs4et6sh2u,UCYrlu_xOPioo6DbV5IU_9eA,What about the humanitarian crisis here in the US idiot?,irrelevant,
1273,1273,Ugydgc95CieYq3y2W3N4AaABAg,OKr_PoKH-90,@AdventMoxy,UCVXKxvEvgPL80czKDHTpgcw,Makes his handlers nervous.  Dilated pupils are telling,irrelevant,
1274,1274,Ugwd2_zCY4hxACpcHVt4AaABAg,OKr_PoKH-90,@Censored.225,UCE0VBmfJCejwH27FsqbX4rg,Every Palestinian is subject to the command and activities of HAMAS they are ALL complicit.,Pro-Israel,
1275,1275,UgxJlHmSgQ8doNRcuTR4AaABAg,OKr_PoKH-90,@smugbear9558,UCNAPkySg8-xnWoA8PHbk9-g,Hamas attcked a concert of innocent music goers and kills babies yeah theyve gotta gon,Pro-Israel,
1276,1276,UgyiqlI7DDd0NDbK1sV4AaABAg,OKr_PoKH-90,@Rob-hy8vb,UCmn8sDUjH_rciuTquE19jcg,Impeach this  and his whole family,irrelevant,
1277,1277,UgxfPWwoLD1wTFWicZN4AaABAg,OKr_PoKH-90,@johndaniels3316,UCZ-KPRmui8LY0HbaBKh3raA,"This idiot and his cronies will be flying them into the US soon. What's a million more migrants. Never thought I'd miss Trump, or that we'd get a president who speaks even worse.",irrelevant,
1278,1278,UgyYMmYjUqGzjInNaNh4AaABAg,OKr_PoKH-90,@mac7040,UCCdH2c19PgMx03XjCda-KTQ,So he supports a country causing a humanitarian crisis then moans about it ?,irrelevant,
1279,1279,UgzuPCeXFojDXzg5Eux4AaABAg.9vrIaYxbn7q9vs7LamGflJ,OKr_PoKH-90,@ralphman2112,,"No, he's the one who supplied Iran with six billion that was spent on terrorist Hamas to attack Israel. Israel has had nukes for a long time.",Pro-Israel,
1280,1280,UgwAUFKD9Yovx0MFXv54AaABAg,OKr_PoKH-90,@leannebowes6588,UCbPGmCT1jXJiD51P5elF_TQ,Someone needs to dropkick him off the stage,irrelevant,
1281,1281,Ugy9H8eQDRm_tavtBzJ4AaABAg,OKr_PoKH-90,@thetruth.9140,UCNOBTmC1LKfPaSmKbqoQzNQ,The Devil himself ,irrelevant,
1282,1282,UgyW-huS9hGtwNQqNX54AaABAg,OKr_PoKH-90,@mohcharkaoui2698,UCf3eA6CdM0Rf_ZHhEXDyO1g,"Sky news really

U lie , u support bidens lies.

How can we take this news channel seriously. I think with time, history will ridicule sky news and the calibre of its reporters. I guess they can try to rebrand.",irrelevant,media influenced by usa
1283,1283,UgzoAJbSRcv5JvVizYZ4AaABAg,k3q97KlbRCs,@abbasmuhammad7742,UCD-EyVFUrqzb4O0PniHPt3w,Bat such hai but bitter,irrelevant,
1284,1284,UgxbPqOhbCvcENBvPL94AaABAg,k3q97KlbRCs,@rajibulmondal457,UCmTVp4gZudlpUbY2xr19YZA,Q aiega jamin Palestine ka wo q 6ode ga kya hum hindustan 6oda tha British vi tho hamari upar bohat julum kya tha kya hum 6oda bakwas bathe karte hey q tum logo kha sey ate ho,irrelevant,
1285,1285,UgxYOj2p9-XqhJ22HHF4AaABAg,k3q97KlbRCs,@sayedsameer3067,UCVYpmZXZ6CAVlPYgKk0C6zQ,You have to ask for Saudi Arab and quarter give space to Israel as refugees. It's very easy to talk about other country you don't have guts to ask your prime to bring our 8 X Navy officer,,
1286,1286,Ugx-9dDPjXFz2pOGnsh4AaABAg,k3q97KlbRCs,@BubbleGum_786,UCkysEMQCATN9O4THXkLxOnw,Abay tu aona cow dung khan.  Jahil jab pata nai muslim and three religion history to side hujao ... tum log wese hi isme nahi atay cow urine lol,irrelevant,
1287,1287,UgzHSAMq3j-Or5s9UBB4AaABAg,k3q97KlbRCs,@shahzaibali5945,UC6req45hpgm7Y227Lfp-6Qg,Qatar and eight indian agents,irrelevant,
1288,1288,UgyH1dLeEpSCINOvinJ4AaABAg,k3q97KlbRCs,@mustaq.jariwala8209,UC0nVvDjHnw8Cv2-juk1dXCQ,You are mentally disorder.,irrelevant,
1289,1289,Ugysrfh4gL0BSRXyXhd4AaABAg,k3q97KlbRCs,@AdnanKhan-js7cf,UCRqmv1ipeymKeaBE7QidEPg,Any protest will distract worshipper,irrelevant,
1290,1290,UgwNQ3wTN0dHD5Ocpad4AaABAg,k3q97KlbRCs,@sohailchand3975,UCaYXVgpbdINDzo0eoAjrlZw,Rit,irrelevant,
1291,1291,Ugz-_TaDu9lWyxy5UF54AaABAg,k3q97KlbRCs,@mohammadtauheed835,UCmrxJK9GZJ7NTiI2ITvtwIg,Q chle jae phalestine musalmano ka h apna watan q chor de,Pro-Palestine,
1292,1292,UgzR53hSNVyA-HxZ9yN4AaABAg,k3q97KlbRCs,@live-adil,UCJU6Wp-mqkgWTGhz8ie__Ag,They are not refugee thats their place!!!,Pro-Palestine,
1293,1293,UgxbHammCvtwMq3wBc54AaABAg,k3q97KlbRCs,@user-bb3bd1zj7b,UCxnp1uWzXTNsQfrO50R19FA,This man speaks bitter Truth,irrelevant,
1294,1294,Ugws-5ZceXRN7hLZB8J4AaABAg,k3q97KlbRCs,@aparnak1763,UC15BATGh0jKckyWLLIkLMKQ,"Sir, why uae  Saudi won allow Muslim refugees to their countries?",irrelevant,
1295,1295,UgztBabKxzL61ET-o3V4AaABAg,k3q97KlbRCs,@buntykureshi5272,UC3k8CsJL8po2VcCEBZIxWtw,Are bhai aise to plestine jab wah se chale jayenge dusre dedo me to Israel automatically kabja ho jayega isliye nahi dete h wo supprt karte h,Pro-Palestine,
1296,1296,UgwkxSOxj9PS9E8XrNp4AaABAg,k3q97KlbRCs,@mohdaziz5634,UCe5_TNxBN_4yqfJFe8LvAWQ,"Folks always think out of the box for a sec what he saying is right or wrong about this specific commentary. 

He maybe anything regardless, but he commenting in this clip is true.",Neutral,comments about the crime in clip
1297,1297,UgwbH-Wl23BgKcfkuYB4AaABAg,k3q97KlbRCs,@md-Islamic514,UCE_9nTGJQYgeaklyIdVai0A,Ye major jab Palestine ke wo apna Desh hai toh other Muslim countries me kyo Jaye,Pro-Palestine,
1298,1298,Ugy9miVzvi4Q55M4USB4AaABAg,k3q97KlbRCs,@manish_ojha.03,UCnBRcBEaBc6QD2QmoS5LpAQ,Ye converted log  h.. Saudi wale to phle hi bol diya h .. bharat pak afganistan Bangladesh ke Muslims converted h .. enko kafir elake me hi protest krte h,irrelevant,
1299,1299,UgxF4WLGlH0R2hPwlvJ4AaABAg,k3q97KlbRCs,@zaheermeoozaheer6748,UCvMC6Y3XvGAm_Xlf0BsdFRA,Arye Bhai Sahab ye bhi choto or send Karne Wala bhi choto,irrelevant,
1300,1300,UgztTavHPH_UTKjd9Xp4AaABAg,k3q97KlbRCs,@mdhse6584,UCaYFg_Z9RYkkmAbJvSpREwg,"Palestinians are in higher posts in the number of companies in Qatar ,you know that ? 
Qatar gives crores of dollars for Palestinian families every year .
TV k saamne bait k Sab Bola jata hai Jaise tum chahte ho vaise.",Neutral,information
1301,1301,Ugx650U690cvS3GOyNN4AaABAg,k3q97KlbRCs,@warriorwithin4888,UCPTfitv5KRT4cRlhV1th1ig,"Even many qatar or other arabs works are given to indua ,and in india they don't give jobs to muslims",irrelevant,
1302,1302,Ugy7mPXs-3UqiMj1UF94AaABAg,k3q97KlbRCs,@sursangram9492,UCmUPkGo4z-rTgpkzTS9Yxzw,Mujhe to lagta hai ap ek phycreatic patient hai,irrelevant,
1303,1303,UgxPGNcJeLdtuIR3Y2l4AaABAg,47PdIE9npEI,@EXORCISTIESOUSCHRISTOSNIKA,UCRxaNl3_Adv0zsAS6_1aLRw,"IG MISTAKE, STAY OUT OF GAZA, HELP ISRAEL NOT SATAN  !",Pro-Israel,
1304,1304,Ugyk1S6vfP4967yUZ394AaABAg,47PdIE9npEI,@randycallow3736,UCaZalF51p6wsc3z6wO1d-7Q,How bipolar can you get? Giving Gaza aid and giving Israel tanks. planes and bombs to destroy Gaza? How does this make sense? It only does it defense contractors are making billions and Congress is voting to spend billions on defense contracts in their district.. sort of a perpetual motion machine..,Neutral,
1305,1305,UgxH_oZub9ZUmPFxbop4AaABAg,47PdIE9npEI,@rubenacosta4083,UC8f5M56x6qCG68hEYCxUjUQ,And who's gonna make sure that this aid gets to the civilians and not Hamas?! Isn't what Hamas been doing? Snatching the money and supplies that were for Gaza and its citizens for them?! This is a joke!,Neutral,how hamas is the root cause
1306,1306,Ugx-Zl9rNjRBey-g6Ph4AaABAg,47PdIE9npEI,@JohnLopez-kx7so,UCiKzaBeTLx0wzDcg4UJNB0w,Forget about the Americans here in our UNITED STATES OF AMERICA. GO BACK TO YOUR BASEMENT!,irrelevant,
1307,1307,UgznCwAHF-MgqnGZtb14AaABAg,47PdIE9npEI,@Nono-pd4cn,UC7PCLkNTjXiNyRnHISbHN-g,"I don't believe this guy !
I don't Trust this guy! 
I am discussed by This Guy! 
I way more then discussing like This guy! 
He is not my President  or President  of USA!
when he is Arrested  IT will be a grate day. when he is no more will be a grater day for the world!",irrelevant,
1308,1308,Ugw4zPcDJqnEwAx2QbB4AaABAg,47PdIE9npEI,@duraconinc.duraconinc9778,UC9ATGCqRahM4Fl2p49Z1W9g,Put this old dog down already ! He is not for America !,irrelevant,
1309,1309,UgwtZgqPnXxEcBDT2Nd4AaABAg,47PdIE9npEI,@hassanalbadawi9347,UCgAjjptVns4f7ay9yIodfAQ,Please Mr president stop talking rubbish,irrelevant,
1310,1310,UgyMljuAXVaUNsAtuwt4AaABAg,47PdIE9npEI,@beautybee3549,UCaDzImoTnhKzpw4hsNMdAFQ,Bro he needs to be put in an age care facility this has to be a joke lmao,irrelevant,
1311,1311,Ugyz9a7UhdX4yIZmHmt4AaABAg,47PdIE9npEI,@christycable9021,UC8N68TZwMEFAP4QygaB_Pxw,Talking out of both sides of his mouth. Sending aid to Gaza and giving a speech supporting Israel. Fraud...,Neutral,going both sides
1312,1312,Ugwi3G1yopttRat2pHJ4AaABAg,47PdIE9npEI,@anuaranua163,UCIBLRYfGTkLXA_9dVGDALMQ,why u support israel...american and israel,Pro-Palestine,
1313,1313,UgzX6HWjYs1FcZ-_T8l4AaABAg.9vomRlfcESn9vuMGPq4DNL,HisQgD0N2jA,@pamreneick464,,I believe it just like lahaina  same thing destroying the people and no one stopp8ng them,Pro-Palestine,
1314,1314,Ugx_UprxVtI8wQNroQ54AaABAg,HisQgD0N2jA,@valq661,UCBqpoEeKQFHJvW1UbeqpEUA,Better warning than what the jews got from the heinous terrorist group murderers!,Pro-Israel,
1315,1315,UgwDQ7UKXfbTcjWDtix4AaABAg,HisQgD0N2jA,@fidelca3679,UCt-yIRCHP311qJzhAMNZYOw,The whole land belongs to Israel for the last 3000 years,Pro-Israel,
1316,1316,Ugy2LEKERRyGC23UJHd4AaABAg,HisQgD0N2jA,@Persianempire01,UC2eIv_z8r6M6on33VspA8pg,Love to see this. Hams grow wind and harvest storm. Hamas is using people as human shield.,Pro-Israel,
1317,1317,UgwP-GMuFJPKlXxRFAJ4AaABAg,HisQgD0N2jA,@lisalamb4163,UC1cSOpcvafLoeifrA1VZI1w,"This is a sin and a shame. These people should not have to trek south, dodge bombs and bullets because Zionists are greedy. They used the terror attack of October 7 to remove Palestinians. When this is over will the Palestinians be allowed back? Will there be peace? Will there be justice? Praying for peace and justice. Netanyahu and his Zionists should be in prison or worse. The genocide he and his government sanctioned is terrible. The UN should charge him with war crimes. Netanyahu even got the US involved. President Biden should denounce Netanyahu and his Zionists.",Pro-Palestine,
1318,1318,UgzGb6ocQCtMVFvZCMB4AaABAg,HisQgD0N2jA,@user-kk2xv4dt6h,UCSPitOtBIVDhfnLimIICz8A,Smart people,irrelevant,
1319,1319,UgyEOMJXmk7wMw95IHt4AaABAg,HisQgD0N2jA,@ChrisHillman-cu3cu,UCbFWPyzVnKjzMJ3OzyiDt_Q,"Isreal warns people before they attack.
Hamas gave no warning and attacked Civilian targets October 7th.  1300 Jews died that day  women were raped and some people were beheaded.",Pro-Israel,
1320,1320,UgxHyLK_PYbc8hFoOeh4AaABAg,HisQgD0N2jA,@maritessblanco6807,UCT4EWS3ffncd_mrBe5O2AJw,This is heartbreaking ,irrelevant,
1321,1321,Ugzrsfwnp7XhmsSaDRh4AaABAg,HisQgD0N2jA,@peterkavanagh64,UCZI-fREjAHwUh4jezLR2XnA,Set up sjodms no tents first snd commjnity begin drsg tp both sides of satleites down shot xlear tske it down down begin wqlking by waters foods rest the fqyhrs hiw many. Orders chabged sorry army hold line,irrelevant,
1322,1322,UgzX6HWjYs1FcZ-_T8l4AaABAg.9vomRlfcESn9vqBiBAbMCN,HisQgD0N2jA,@SimonTheRock1,,And HAMAS which they were rejoicing made it possible after killing civilians. Stopping any peace deal.,Pro-Israel,
1323,1323,UgzPOK2erSFTxEawbFp4AaABAg,pINho0Y6_2Q,@TheSwan1900,UCb9F07rQC_6R5ARV0fSB5hQ,"Of course leave! Isreal tells you to evacuate, Hamas lies to you that its not safe so they can keep you as their human shuild and make propaganda of your dead body! IDF protects the safe passages while Hamas terrorists try to shoot at their own people!",Pro-Israel,
1324,1324,UgxEeKitZKHGVF9vrGF4AaABAg,pINho0Y6_2Q,@hadicha05,UC4SzlvMDnXO4TZOUXLOr0zg,Inshallah Palestine will be free one day,Pro-Palestine,
1325,1325,UgxEL53-HgiWCPVJoNV4AaABAg,pINho0Y6_2Q,@user-to4lb5qw1m,UCZiXzPsa7cSu6NchcI--Grw,"That is very bad, but do you ever wonder why this is going on?",Neutral,
1326,1326,Ugz71O5k-MzaL0hmUBB4AaABAg,pINho0Y6_2Q,@jazminemampra388,UCLj4zkfFMKXIK6WV1t7chdw,"I used to think that if there is a war in the 21st century, because of the flexible technology and vast influencers who would look at things right, it would be solved immediately but I was extremely disappointed to see these people suffering and we can do nothing about it or the people who can is not trying.anyways, I hope and pray for the civilians of Palestine and Israel.",Neutral,
1327,1327,UgySCvj7CmkBHR0pGlF4AaABAg,pINho0Y6_2Q,@dr.halimabegum8601,UCx5GSNiJUzKvOajrEBRNsQg,"Sister, Allah is only with u.",irrelevant,
1328,1328,UgwxSXuMfQCaXY2CyH94AaABAg,pINho0Y6_2Q,@tokerlinkhonglah7574,UCgze3yPMG83yQMeOKKeKZeg,Tell Hamas not to start a war,Pro-Israel,
1329,1329,UgzFDxa9fZqAwe3jmI94AaABAg,pINho0Y6_2Q,@carlhohn4802,UC6tBWJl5mKir8yEZKw_6dqw,America supports the genocide of Palistinians os the can drive their big trucks and SUV's by themselfs to look good.   We would not need Israel if we did not WANT be dependent on oil.    Pesident Jimmy Carter had us off foreign oil.    The blood is on American hands.   Stop Israeli's from participating in your government and stop treason now.,Pro-Palestine,
1330,1330,UgyQzrtsMxLw0ZBPddx4AaABAg,pINho0Y6_2Q,@user-fq9hf1nw2c,UCn_2H8vDtD9akCwfWZpbSvw,"Believe it or not, it's not the worst crime israel committed 
read about
Tantura and Deir Yassin 
Read Human Rights Watch reports about the apartheid israel",Pro-Palestine,
1331,1331,Ugzhfp0znyTI8v6UkHF4AaABAg,pINho0Y6_2Q,@SSMM701,UCfmwHsUQDZ6se9nvIJRr2iw,I feel bad for her But The Reading Why Its happening is because hamaz is hiding behind gaza.,Pro-Israel,palestine people sheilding hamas
1332,1332,Ugx97sMPD15WHjwpnjp4AaABAg,pINho0Y6_2Q,@shannonbailey7580,UCNy74-tVDhSprh6PZxvWzQA,I am beyond grateful i dont have to live like this. These poor people. Cant they just come to America?,irrelevant,
1333,1333,UgyL8qErBjY28WNfNW14AaABAg,pINho0Y6_2Q,@arishatg3769,UCxbECWkWrz9sfWhYolIHiJg,Its too bad the govt you voted invaded your neighbor's,irrelevant,
1334,1334,Ugx3T-Muw6H94LLM-i94AaABAg,pINho0Y6_2Q,@PabloRodriguez-xj1yk,UCxamPDubJD1YyIGBdIxd5Hg,Did you celebrate October 7 ?,Pro-Israel,
1335,1335,UgxiVpSrDt5twExcOp54AaABAg,pINho0Y6_2Q,@janetsingh2797,UC2Icm_hFL4kqOx8XmnNGCIQ,"This war because of Hamas , please all over the world people please, see the truth and support Israel not Hamas 
Hamas are pure Evil 
Save Israel  
God bless Israel ",Pro-Israel,
1336,1336,Ugyw9gzCHXAro74E2Bl4AaABAg,pINho0Y6_2Q,@kevweegbegbedia2056,UCs2O4CsQI0dO5jb3B0dkPnw,Stay for from the terrorists. Don't let them use you as their shield.,Pro-Israel,
1337,1337,Ugzssun2G5egvRQnCAx4AaABAg,pINho0Y6_2Q,@antondupreez8205,UCBqKxjJwbyjIRZ-4TIc0oew,Who do you support sweetie? ,irrelevant,
1338,1338,Ugy7dZ-1SlgUWhfah6N4AaABAg,pINho0Y6_2Q,@user-xe1th2bn6z,UCVEVNbWU6EUGXL4FVbj_Zmg,Isreal is over stepping there boundaries,Pro-Palestine,
1339,1339,UgzpAPoORqdJquct0zx4AaABAg,pINho0Y6_2Q,@ex-muslimhaiderabbas6714,UCbaX9VtDoiBLqJ3_eq268CA,Think twice before attacking israel,Pro-Israel,
1340,1340,Ugzu_pxG-tcFjfZpDNl4AaABAg,pINho0Y6_2Q,@haseeb-ul-hassan8387,UCIKprf16a24JI0kD4zYxDXw,Pakistan always stand with Palestine ,Pro-Palestine,
1341,1341,UgwsbCQjCF9kqKb4bRF4AaABAg,pINho0Y6_2Q,@pellowyurple3694,UCfcb74YFTTN41reGQfWo-jA,Free Palestine  from Israel,Pro-Palestine,
1342,1342,UgwK6z2AX8Sycjq5gGZ4AaABAg,pINho0Y6_2Q,@Yaelimola,UCbJj6LXEMzbrXTBly-3gh1w,We love israel,,
1343,1343,UgwAALMJP2A1W1ZJqm54AaABAg,Vqb9cQxYEuY,@FitnessFusion-hb3zi,UC6ONr30dDbMux7w_jGkk6QA,Intead of blaming Israel why not blame Hamas for killing  women and children . Palestinian celebrated when Hamas massac re ed israelian people now they wanted to play victim. The world knows w h o started it.,Pro-Israel,
1344,1344,Ugy3rtpOB8PqPqFLdyl4AaABAg,Vqb9cQxYEuY,@merelindalizardo6747,UCXejvzDcdacUfj4jKAi2F5A,Its hamas fault,Pro-Israel,
1345,1345,Ugy326ARTsQwE3FE9LV4AaABAg,Vqb9cQxYEuY,@muhammedhajat9391,UCt2_Hq4N5e32AUGDfx1KlWQ,"IndiaBharat got independence from British Occupation.
South Africa got independence from Apartheid Occupation.
Ukraine fighting Russian Occupation.

its time all who experienced Occupation need to stand with Israel against Palestinian Occupation 
(Yes, read that again)  
....",Pro-Israel,
1346,1346,UgyFYPnvR9eOYSjoSOh4AaABAg.9vmytnwEt_B9vt3nYjFt58,Vqb9cQxYEuY,@billdaley3476,,"When people support murder and 
genocide for years , this is what 
happens. Jews need to stop
feeling entitled when their people
die, and act like they are oppressed when things like this 
happen.",Pro-Palestine,
1347,1347,UgyIR_1pMurCis0LW1p4AaABAg,Vqb9cQxYEuY,@LondonBridge12,UCAuBYIUCWRdom-E29W6PFbg,I hate Islam,irrelevant,
1348,1348,UgwtYQGUuuzTrMp-hNp4AaABAg.9vnATvRzQ0U9vuW_IVVtgW,Vqb9cQxYEuY,@sweetykhay,,Yes. Ruthless and heartless     ,Neutral,
1349,1349,UgzyUVhb3LW98jZjD_F4AaABAg,Vqb9cQxYEuY,@bisolawilliams7976,UCYXirzpxGSW5uD2325nB7rQ,Who started it ?,Neutral,
1350,1350,Ugzyy-1jjCtjVsI7cPd4AaABAg,Vqb9cQxYEuY,@shankars7233,UCr-AAl_iuiVwbRmf8ovt2ww,Leftwinger media in India always supports jihaadis and terrorists and its supported nation.   As a citizen of India.  I support Israel.,Pro-Israel,
1351,1351,Ugz2Bxmukbv-tQOqi7p4AaABAg,Vqb9cQxYEuY,@shaziaaslam3655,UCDv9ELtUsxE-j-qI_fPP65w,"Everything was planned, they wanted to clean the Gaza and they did it with their dirty game. Attack their ownselves with their own puppets in Hamas and then attacking full fledged to kill the civilians and clear the place. Israel is the killer of all the israelis and all the palistinians who are dead in this war. Shame on you murderers.",Pro-Palestine,
1352,1352,UgxKsm1zOtrbIPZAZIB4AaABAg,Vqb9cQxYEuY,@Redeemed.4salvation,UChxb198Xzf9XUlKTppGSbeQ,Those are the repercussions of war. People should use caution who they support before it comes back to bite you in the rear  you're left with nothing but complaining on deaf ears,Neutral,
1353,1353,UgwcyFxUM2WEuzWuNsp4AaABAg,Vqb9cQxYEuY,@RamaraoVelagapudi-oz9tt,UC-EJUK1MH0J4BAMWmLDdNGw,"Blame hamas for using residences, hospitals as cobmver for their rocket launching, hiding etc.,",Pro-Israel,
